# RK-12 id census (AL:M-A13 / MD:M-K3), rung B2. MAX_COMPONENTS = 512; RESOURCE_SLOT_COUNT = 256.
# One row per app per reading point; copied by hand from the ID-CENSUS lines the named test prints (tests never write the tree).
# next_id: NEXT_ID by a NON-consuming scan of get_layout(0..512), cross-checked by one consuming register_new at the end of each process.
# next_resource_id: by one CONSUMING probe per point, corrected for the census's own earlier probes. pinned / lowest_pinned: register_layout slots above the first gap.
# reserved_floor_stated: boyko_physics SCRATCH_REGION_MIN_ID (private, MAX_COMPONENTS - 128) STATED, not read. dyn_id_ceiling: ABSENT on this tree (withdrawn with the band, U-2).
# Apps: a = EnginePlugins (G-GRAPH process, no frames: its last point is after the schedule build); b = EnginePlugins + today's UI plugins (no UiPlugins until UI2);
#   playground_composition = EnginePlugins + FlyCameraPlugin + PhysicsPlugin (composition, NOT the scene: setup is private to the example); demo = a replica of DemoApp::new's world half.
# U is DERIVED, not run: H(b) + H(P) - H(a), assuming disjoint UI and physics increments over app (a). H(a) is read after build without startup or frames, so U over-counts (the safe direction).
# CAVEAT (ALLOCATOR-DESIGN-SPACE.md M-A13, W4): these readings come from a tree that has not yet spent the ids P34 / P37 commit to; a comfortable headroom here does NOT license MAX_MOD_TYPES = 128.
# Profile: debug (ids and slots do not depend on the profile). Re-read after D-S3(ii) and after D-S3(iii) (00 RK-12).
# 2026-09-23, L9: the playground_composition rows and U_derived were re-read on u/phys-l9 at aef7dda422c05b20227d5fbdd6988b94cb823907 (L9 C3, plus its follow-up's test, bench and doc changes, none of which registers an id; debug, the same toolchain) and replaced. L9 moved them: its new physics scratch columns pin 8 more slots, 72 -> 80 (the narrowphase cohort 5 -> 11: row frames at C1, pair tags and jumper bits at C2, reuse records at C3; the broadphase cohort +1, pairs_prev, and the row-identity lower run +1, stage 2, both at C2), and the tree cohort's move at C2 (417..=407 -> 416..=406) takes the lowest pinned slot 407 -> 406. next_id and next_resource_id do not move. B2's readings were pinned 72, lowest 407, headroom_to_lowest_pinned 381/357/356/356 and headroom_to_512 414/390/389/389 (U: 334 and 367). Rows a, b and demo were re-read on the same tree, are unchanged, and keep B2's head. 4d75a4e3..6dd1f916 (the lane's base) changes no source under boyko_physics, boyko_ecs or boyko_app, so the move is L9's.
# 2026-09-24, L10 C0: the playground_composition rows and U_derived were re-read on u/phys-l10 at c3eb97b31434289b65990538f469150de83d2b7d (L10 C0; debug, the same toolchain) and replaced. C0 moved them: IslandSleep's per-island scratch pins one more slot, 80 -> 81, at id 405 directly below the tree cohort (416..=406), so the lowest pinned slot goes 406 -> 405 (the island contact key's id 427 became the per-row latch's, no count change). next_id and next_resource_id do not move. L9-C3's readings were pinned 80, lowest 406, headroom_to_lowest_pinned 380/356/355/355 and headroom_to_512 406/382/381/381 (U: 333 and 359). Rows a and b were re-read by the B2 census run on the same tree and are unchanged; demo (0 pinned slots at B2) was not re-run. All three keep B2's head.
rung	head	toolchain	profile	app	point	next_id	next_resource_id	pinned	lowest_pinned	reserved_floor_stated	dyn_id_ceiling	headroom_to_lowest_pinned	headroom_to_reserved_floor	headroom_to_512	source
B2	4d75a4e3602fb6198ea547c589c14c907ab1ddc5	stable-x86_64-pc-windows-msvc rustc 1.98.1	debug	a	config	20	60	0	none	384	ABSENT(withdrawn with the band, U-2; not in code)	n/a(no pinned slot)	364	492	crates/boyko_app/tests/g_graph_app_a_engine.rs
B2	4d75a4e3602fb6198ea547c589c14c907ab1ddc5	stable-x86_64-pc-windows-msvc rustc 1.98.1	debug	a	after_build	43	61	0	none	384	ABSENT(withdrawn with the band, U-2; not in code)	n/a(no pinned slot)	341	469	crates/boyko_app/tests/g_graph_app_a_engine.rs
B2	4d75a4e3602fb6198ea547c589c14c907ab1ddc5	stable-x86_64-pc-windows-msvc rustc 1.98.1	debug	b	config	23	73	0	none	384	ABSENT(withdrawn with the band, U-2; not in code)	n/a(no pinned slot)	361	489	crates/boyko_app/tests/g_res_id_census_app_b.rs
B2	4d75a4e3602fb6198ea547c589c14c907ab1ddc5	stable-x86_64-pc-windows-msvc rustc 1.98.1	debug	b	after_finish	62	75	0	none	384	ABSENT(withdrawn with the band, U-2; not in code)	n/a(no pinned slot)	322	450	crates/boyko_app/tests/g_res_id_census_app_b.rs
B2	4d75a4e3602fb6198ea547c589c14c907ab1ddc5	stable-x86_64-pc-windows-msvc rustc 1.98.1	debug	b	after_frame_1	65	75	0	none	384	ABSENT(withdrawn with the band, U-2; not in code)	n/a(no pinned slot)	319	447	crates/boyko_app/tests/g_res_id_census_app_b.rs
B2	4d75a4e3602fb6198ea547c589c14c907ab1ddc5	stable-x86_64-pc-windows-msvc rustc 1.98.1	debug	b	steady_20	65	75	0	none	384	ABSENT(withdrawn with the band, U-2; not in code)	n/a(no pinned slot)	319	447	crates/boyko_app/tests/g_res_id_census_app_b.rs
L10-C0	c3eb97b31434289b65990538f469150de83d2b7d	stable-x86_64-pc-windows-msvc rustc 1.98.1	debug	playground_composition	config	26	75	81	405	384	ABSENT(withdrawn with the band, U-2; not in code)	379	358	405	crates/boyko_app/tests/g_res_id_census_playground.rs
L10-C0	c3eb97b31434289b65990538f469150de83d2b7d	stable-x86_64-pc-windows-msvc rustc 1.98.1	debug	playground_composition	after_finish	50	77	81	405	384	ABSENT(withdrawn with the band, U-2; not in code)	355	334	381	crates/boyko_app/tests/g_res_id_census_playground.rs
L10-C0	c3eb97b31434289b65990538f469150de83d2b7d	stable-x86_64-pc-windows-msvc rustc 1.98.1	debug	playground_composition	after_frame_1	51	77	81	405	384	ABSENT(withdrawn with the band, U-2; not in code)	354	333	380	crates/boyko_app/tests/g_res_id_census_playground.rs
L10-C0	c3eb97b31434289b65990538f469150de83d2b7d	stable-x86_64-pc-windows-msvc rustc 1.98.1	debug	playground_composition	steady_20	51	77	81	405	384	ABSENT(withdrawn with the band, U-2; not in code)	354	333	380	crates/boyko_app/tests/g_res_id_census_playground.rs
