crate	file	owner	kind	container	elem	class	ecs_form	owning_entity	growth	addr_cached	destination
aether_lang	crates/aether_lang/src/ast.rs	AetherBlock::broken	field	Vec	BrokenConstruct	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	AetherBlock::constructs	field	Vec	Construct	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	AtPose::Translation.0	field	Vec	Expr	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	AtPose::Verbatim.0	field	Box<T>	Expr	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	BundleDef::fields	field	Vec	(Ident, Type)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	ColorLit::components	field	Vec	Expr	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	ComponentDef::fields	field	Vec	(Ident, Type)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	ComponentDef::hooks	field	Vec	(HookKind, Path)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	ComponentDef::requires	field	Vec	Path	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	Construct::Material.0	field	Box<T>	MaterialDef	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	EvField::Participant.components	field	Vec	Path	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	EventDef::fields	field	Vec	EvField	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	HandlerDef::params	field	Vec	SysParam	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	MachineDef::states	field	Vec	StateDef	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	NodeKeyValue::Scalar.0	field	Box<T>	Expr	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	NodeKeyValue::Tuple.0	field	Vec	Expr	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SceneDef::lets	field	Vec	MeshLet	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SceneDef::nodes	field	Vec	SceneNode	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SceneNode::children	field	Vec	SceneNode	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SceneNode::extras	field	Vec	Expr	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SceneNode::keys	field	Vec	Option<NodeKeyValue>	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	StateDef::children	field	Vec	StateDef	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	StateDef::transitions	field	Vec	TransitionDef	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SyntaxVersion::spellings	return	Vec	&'static str	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SyntaxVersion::spellings	local	Vec	&'static str	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SysParamTy::Query.filters	field	Vec	(FilterKind, Path)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SystemDef::in_sets	field	Vec	(Path, Span)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SystemDef::orders	field	Vec	(OrderKind, Path, Span)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SystemDef::params	field	Vec	SysParam	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	SystemDef::whens	field	Vec	(Expr, Span)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	TransitionDef::params	field	Vec	SysParam	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ast.rs	TransitionDef::target	field	Vec	Ident	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	AetherCtx::broken_materials	field	Vec	&'a Ident	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	AetherCtx::build	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	AetherCtx::build	local	Vec	&'a MaterialDef	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	AetherCtx::build	local	Vec	&'a Ident	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	AetherCtx::material_names	return	Vec	String	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	AetherCtx::material_names	local	Vec	String	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	AetherCtx::material_names	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	AetherCtx::materials	field	Vec	&'a MaterialDef	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	block_symbols	return	Vec	BlockSymbol<'_>	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	block_symbols	local	Vec	BlockSymbol<'_>	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	duplicate_fn_names	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	duplicate_fn_names	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	duplicate_fn_names	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/ctx.rs	push_broken	param	Vec	BlockSymbol<'a>	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/diag.rs	levenshtein	local	Vec	char	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/diag.rs	levenshtein	local	Vec	char	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/diag.rs	levenshtein	local	Vec	usize	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/diag.rs	levenshtein	local	Vec	usize	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/diag.rs	unknown_construct	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/diag.rs	unknown_construct	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/diag.rs	unknown_construct	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	return	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	Vec	usize	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	Vec	usize	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	Vec	bool	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	Vec	usize	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	Vec	usize	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	Vec	String	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	bucket_stmts	local	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	collect_materials	param	Vec	&'a Ident	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	component	local	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	emit_node	param	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	event	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	event	local	Vec	String	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	event	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	interleaved_body	local	Vec	&TransitionDef	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	machine_registrations	return	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	machine_registrations	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	machine_registrations	local	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	material_fn	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	missing_slot	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	plugin_impl	local	Vec	&SystemDef	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	plugin_impl	local	Vec	&Ident	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	plugin_impl	local	Vec	Vec<ResolvedOrder<'_>>	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	plugin_impl	local	Vec	bool	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	plugin_impl	local	Vec	ResolvedOrder<'_>	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	plugin_impl	local	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	plugin_impl	local	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	plugin_impl	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	query_type	local	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	recovered	local	Vec	String	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	recovered	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	resolve_order	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	resolve_order	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	resolve_order	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	resolve_order	local	Vec	String	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	resolve_order	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	resolve_order	local	Vec	&str	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	resolve_order	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	scene_fn	local	Vec	&Ident	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	scene_fn	local	Vec	&Ident	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	scene_fn	local	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	scene_fn	local	Vec	TokenStream	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	scene_fn	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	snake	return	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	snake	local	Vec	char	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	snake	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	spawn_call	local	Vec	String	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	spawn_call	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	spawn_call	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	stub_item	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	unknown_symbol	local	Vec	&str	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	unknown_symbol	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	unknown_symbol	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	unknown_symbol	local	Vec	String	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	unknown_symbol	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	unknown_symbol	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	unknown_symbol	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	unknown_symbol	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/expand.rs	unknown_symbol	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	<AetherBlock as Parse>::parse	local	Vec	Construct	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	<AetherBlock as Parse>::parse	local	Vec	BrokenConstruct	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	<AetherBlock as Parse>::parse	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	<AetherBlock as Parse>::parse	local	Box<T>	MaterialDef	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	at_refusal	return	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	at_refusal	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	at_refusal	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	at_refusal	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	at_refusal	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	at_refusal	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	check_required_keys	local	Vec	&str	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	check_required_keys	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	check_required_keys	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	check_required_keys	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	check_required_keys	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	lowercase_gate	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	lowercase_gate	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	lowercase_gate	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	material_key_list	return	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	material_key_list	local	Vec	&'static str	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	material_key_list	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	opens_a_construct	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	parse_angle_type	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	parse_angle_type	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	parse_at	local	Vec	Expr	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	parse_at	local	Box<T>	Expr	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
aether_lang	crates/aether_lang/src/parse.rs	parse_at	local	String	u8 (UTF-8)	C	out-of-scope:compile-time	none	once	no	out-of-scope: compile-time proc-macro code, never linked into the shipped binary
